"","LNCaP_EV_Normoxia_rep1","LNCaP_EV_Normoxia_rep2","LNCaP_OC2_overexpress_Normoxia_rep1","LNCaP_OC2_overexpress_Normoxia_rep2","LNCaP_EV_Hypoxia_rep1","LNCaP_EV_Hypoxia_rep2","LNCaP_OC2_overexpress_Hypoxia_rep1","LNCaP_OC2_overexpress_Hypoxia_rep2","PC3_siCtrl_Normoxia_rep1","PC3_siCtrl_Normoxia_rep2","PC3_siOC2_Normoxia_siRNA1","PC3_siOC2_Normoxia_siRNA2","PC3_siCtrl_Hypoxia_rep1","PC3_siCtrl_Hypoxia_rep2","PC3_siOC2_Hypoxia_siRNA1","PC3_siOC2_Hypoxia_siRNA2"
"DCUN1D2",852,965,536,821,994,1153,1229,969,51,217,303,243,265,73,126,252
"SETD5",7878,9284,4516,6781,11385,12333,11403,8447,762,2141,3526,2007,2577,839,1145,2124
"ATAD3A",1788,2443,1040,1341,1830,2179,1508,1115,130,357,561,402,171,67,83,276
"BBS7",2258,2559,1237,1726,1869,2152,1915,1321,153,369,737,363,335,108,85,289
"RCBTB1",1991,2105,1267,1827,1791,2109,2250,1558,100,306,690,597,222,83,129,369
"P3H2",59,109,56,67,72,82,95,62,167,408,930,534,430,131,157,483
"FANCI",3895,3911,1709,2685,3886,4656,3055,2269,1209,3039,2946,2031,3140,1025,808,2044
"NKAPD1",3855,4088,2389,3007,2997,3437,3388,2295,474,1256,1447,1740,1146,389,156,1454
"EXD2",1434,1835,797,1268,1454,1674,1640,1115,1038,2707,3378,2779,2151,817,581,2560
"MACO1",1521,1582,969,1452,1778,2202,2575,1937,300,799,1069,701,1098,359,348,872
"KLHDC8A",2,7,13,27,14,14,17,16,2,0,8,3,1,0,9,11
"LRRC20",1029,1424,554,829,915,938,1153,680,316,823,429,1131,521,235,89,923
"TRIM62",311,469,158,282,496,524,391,265,28,59,87,73,86,47,12,76
"ETNK2",6,35,32,48,119,187,102,97,273,678,743,890,555,200,179,737
"RAVER2",1031,1078,529,853,570,610,761,550,244,648,1276,1235,609,214,314,1346
"NAT10",4841,5860,2932,4394,4307,5040,5212,3691,638,1623,1661,1492,1268,449,240,1567
"LRRC1",599,660,273,442,728,897,575,429,188,510,904,337,371,134,185,251
"PANK4",815,1109,483,748,955,953,897,622,272,616,849,469,482,151,140,382
"USP40",5329,5515,3492,4503,2407,3001,4803,2638,234,691,570,525,516,203,103,471
"CCDC87",64,72,31,82,96,112,99,92,5,11,17,6,7,0,2,16
"MOB1A",3261,3640,2331,3215,4296,4599,4125,3051,870,2396,4305,2400,2533,820,1230,2543
"SMU1",5917,6951,3395,5147,5542,6331,5320,3892,669,1812,2535,1739,1799,530,680,1658
"UBA6",4060,3838,2045,3325,4309,5040,4535,3119,1752,4899,8418,3714,7724,2551,2235,5136
"SLC38A7",1060,1592,603,1115,1229,1370,1281,927,191,481,1043,1059,294,113,135,867
"OGFOD1",3084,3732,1715,2555,2261,2580,2181,1509,441,1369,2415,1257,858,330,497,1144
"STEAP3",530,734,315,481,325,421,420,257,158,443,322,625,467,156,60,527
"KIRREL1",90,108,137,201,175,139,409,252,1045,2781,3580,2069,3156,1144,975,2187
"SLC47A1",0,1,5,19,3,4,28,22,10,24,29,14,20,8,8,8
"UQCC1",504,707,299,492,408,440,549,363,739,1804,2483,1672,1496,468,526,1260
"CCDC25",2230,2514,1195,1954,2381,2410,2350,1628,166,453,348,338,338,125,59,255
"NEIL3",1059,1042,406,733,645,700,529,409,371,1185,865,701,1112,376,133,783
"PACC1",554,733,375,541,832,867,1019,750,231,558,670,818,362,100,88,725
"YY1AP1",3229,3806,1822,3094,3897,4333,3807,2745,680,1880,1807,1578,2062,703,562,1852
"ELP2",2901,3527,1546,2236,1979,2344,2200,1520,233,634,988,788,587,206,252,840
"PCMTD2",2314,2490,1189,1859,2399,2822,2735,2103,212,587,741,577,523,177,210,556
"ASXL2",2245,2280,1596,2255,2242,2543,2720,2033,243,716,891,822,723,206,293,934
"TYW1",2072,2429,1205,1810,2085,2357,2027,1581,95,260,491,394,155,80,91,277
"TMEM39A",1920,2390,1107,1529,1874,2032,2333,1511,538,1588,4092,1163,1659,523,964,1095
"WDR41",1909,2247,887,1620,2003,2392,1867,1297,224,682,700,749,699,253,362,748
"ADI1",6196,7504,3392,4875,3676,4283,4799,2900,390,990,2143,843,1065,319,506,947
"MRGBP",876,1058,647,800,1294,1598,1244,917,184,517,398,400,575,163,123,391
"THNSL2",2124,2574,1261,1713,2010,2248,2387,1640,24,61,83,111,64,24,15,106
"DNAI7",80,52,49,65,55,69,101,87,2,2,2,2,2,1,2,1
"TMEM143",255,397,142,226,415,411,381,228,66,159,84,34,100,39,24,64
"TRAPPC14",375,695,295,446,381,453,406,321,123,277,277,319,243,70,42,216
"TMEM19",1079,1268,586,836,1042,1307,795,701,342,993,856,1260,1280,412,298,1487
"ECHDC2",3996,4885,3293,3467,3967,4470,4793,3024,181,441,632,281,286,130,126,212
"PSPC1",4213,4658,3127,3947,5127,6069,4959,4027,134,362,314,260,333,85,62,300
"NUDT15",1359,1452,680,946,1012,1186,904,708,276,758,873,184,656,252,200,170
"IMP3",1497,1808,698,1199,1355,1629,1499,1042,81,177,179,161,212,82,48,215
"TMEM100",57,67,59,139,1280,1807,787,888,1,3,2,23,12,1,2,48
"PHF10",1770,1794,871,1420,1789,2042,2378,1568,64,246,205,223,208,54,32,224
"VPS53",1341,1745,888,1419,1834,2131,1836,1476,85,277,318,338,287,87,79,359
"PGM2",6682,7115,4153,6184,6768,7934,6452,4780,616,1672,1731,1016,1903,604,428,1207
"FGGY",597,717,377,551,424,558,773,455,50,146,65,125,126,51,9,112
"QRSL1",1096,1189,588,955,982,1186,893,674,233,596,549,707,404,141,99,564
"ZNF654",1217,1118,680,1155,2893,3388,2594,1961,211,519,611,294,1254,403,253,672
"CWF19L1",377,460,194,271,316,366,340,192,135,317,445,370,240,98,88,291
"TMEM140",683,831,353,567,406,521,567,344,84,227,183,189,145,59,32,167
"LRRC36",71,90,44,64,42,55,138,49,1,2,0,0,0,0,0,2
"MCOLN3",7,12,23,23,8,6,34,23,172,475,1159,294,284,111,120,233
"UBE2W",1888,1765,964,1686,1403,1522,1932,1282,370,940,1947,1997,943,346,441,2083
"RBM41",2863,2811,1794,2598,3576,4122,3286,2562,257,767,1550,745,891,245,296,773
"PGCKA1",70,68,48,44,46,52,89,61,157,420,479,608,424,93,238,765
"TMEM40",11,16,13,7,5,6,5,4,7,29,104,217,9,9,7,127
"RHOT1",2613,2794,1415,2264,2904,3030,2700,1905,573,1645,1565,1374,1341,496,273,1161
"ACOXL",89,132,54,78,78,101,152,85,119,265,201,189,95,37,30,140
"BRF2",185,289,145,185,139,188,231,158,64,163,288,186,124,38,36,132
"PPP6R3",8206,8815,5021,7366,9279,10533,8567,6496,1936,5686,5934,3794,7401,2222,2006,5088
"UEVLD",2770,2958,2057,2755,3078,3367,3371,2392,366,994,1289,692,1421,451,348,707
"FBXW7",969,1119,503,764,1272,1516,1373,895,84,256,381,373,253,77,87,408
"KLHL26",198,329,167,252,170,190,258,186,32,78,78,66,38,22,7,66
"TBC1D19",879,927,448,727,725,808,958,563,115,357,593,347,312,108,75,322
"CCDC91",1639,1520,894,1341,1611,1878,2006,1331,279,952,888,780,1072,317,125,836
"RNF121",681,819,390,538,691,783,779,508,159,405,586,451,405,144,129,427
"BRIX1",4081,4592,2092,2980,2692,3164,2314,1761,1008,2561,2155,1726,1918,646,263,1479
"PI4K2B",3309,3136,2000,2465,3877,4609,2742,2355,79,231,545,126,312,94,155,123
"OLAH",14,10,7,6,15,14,34,25,8,11,89,156,10,4,9,119
"SPTLC3",1287,1429,662,976,407,490,574,363,260,785,627,541,546,154,98,512
"DDX19A",2012,2417,1203,1692,1671,2025,1840,1241,296,820,838,840,513,209,135,739
"ZNF444",1182,2036,878,1326,2182,2396,1853,1464,248,648,1028,678,507,178,295,563
"RFK",2394,2839,1391,2391,2376,2621,2657,2160,89,275,804,692,168,56,84,623
"CPPED1",961,1123,543,865,821,987,1168,852,46,112,174,62,112,45,47,95
"TMEM144",2308,2428,1079,1829,1414,1768,2060,1273,129,341,568,170,540,206,113,260
"SLC29A3",467,890,455,667,517,675,790,537,82,292,437,320,174,62,57,278
"RSAD1",940,1320,521,751,871,1035,853,611,402,998,995,801,506,208,151,561
"AP5S1",375,527,198,358,310,405,343,230,161,413,743,403,321,125,99,307
"TMA16",2435,2880,1235,1693,2044,2341,1985,1359,171,454,775,329,385,138,86,410
"MIS18BP1",2218,2088,908,1323,2148,2569,1606,1234,1048,2923,2656,1931,3179,1074,455,2238
"TMEM74B",19,55,20,19,117,136,300,151,47,100,89,90,151,68,10,140
"C5orf22",2829,2966,1493,2382,2540,2789,3080,2046,745,1999,1969,703,1521,542,285,565
"LARP6",372,715,249,351,516,450,778,487,386,1135,2010,1178,1407,425,389,1086
"ABCF3",2088,3066,1244,1808,1981,2500,2174,1630,439,1156,1195,853,944,340,280,806
"UFSP2",1389,1651,782,1181,1543,1722,1557,1105,280,619,1118,765,832,271,221,862
"AGPAT5",2422,2772,1188,1989,4372,5157,4078,2865,47,112,63,169,177,57,25,199
"LIN7C",1632,1701,892,1334,1610,1811,1645,1135,207,657,648,515,595,205,124,572
"RNLS",49,77,24,35,42,39,35,31,0,0,1,0,0,0,0,0
"MNS1",1477,1631,723,1083,797,893,792,563,9,26,29,29,19,7,1,18
"BLOC1S4",309,488,153,275,274,369,361,268,40,65,114,93,61,19,23,96
"ACER3",1770,2040,970,1665,1920,2304,1969,1407,524,1553,1360,2429,2989,912,519,4507
"DRAM1",495,559,377,572,1863,2028,1104,1250,177,500,1303,1019,561,188,555,1236
"SYNJ2BP",5557,5692,2951,4479,3874,4875,3680,2699,1693,4519,4737,6761,3557,1321,390,6601
"SLC39A9",3274,4087,2022,3299,3226,3906,3677,2650,2165,5847,6806,9112,6193,2174,1890,10149
"NIPSNAP3B",45,81,34,48,61,47,77,50,30,66,99,56,59,22,6,73
"FBXL8",120,170,55,97,105,100,126,72,5,15,40,8,10,7,12,23
"SHFL",781,886,700,998,1201,1305,1284,894,145,450,828,227,299,123,110,227
"WDR33",3332,3908,1922,2880,3015,3774,3366,2417,329,884,1024,811,949,315,245,951
"LSG1",2707,2820,1809,2621,2578,3062,3503,2589,217,648,634,438,370,109,109,310
"STRBP",5139,6008,2560,4006,4390,4790,4934,3477,118,357,524,505,305,78,79,437
"SLC35C1",579,825,340,625,713,771,732,530,127,307,502,252,271,92,102,222
"PLCXD1",929,1114,774,1139,1068,1283,946,831,103,228,435,536,192,45,115,453
"ZGRF1",849,659,312,541,727,919,663,473,342,963,1052,632,951,328,195,525
"TCP11L1",797,969,466,682,970,1092,889,561,257,688,417,527,715,232,53,399
"ABHD10",3384,3640,1655,2709,2088,2589,2583,1632,518,1584,1885,1477,1327,398,234,1359
"CHDH",1208,1468,614,890,1441,1656,1087,853,44,114,79,74,45,18,4,38
"STK32B",0,0,3,0,2,0,7,7,118,321,150,793,197,59,33,699
"COPRS",1339,1832,1198,1241,1767,2038,1377,1004,149,347,384,311,226,88,97,296
"LAPTM4B",1090,1635,792,1300,1331,1351,1888,1208,376,1094,1221,1491,945,268,287,1334
"HJURP",3666,3823,1796,2422,3727,4446,2943,2093,451,1315,629,491,822,296,115,532
"SLC22A15",163,203,148,192,220,190,366,168,101,251,498,235,165,59,54,200
"TBC1D2",138,198,105,222,218,226,209,199,40,54,133,106,38,16,11,73
"STYK1",743,874,459,645,717,806,587,388,23,45,111,47,55,33,33,78
"PI4K2A",1277,1491,920,1221,1258,1555,1380,973,371,1010,2266,1575,1097,374,651,1709
"TMEM63B",2362,3028,1800,2799,3845,4295,3537,2485,367,1012,1962,1497,1151,427,539,1741
"IMPACT",2826,3117,1344,2435,2454,2674,2974,1885,276,740,629,584,537,222,46,605
"LGR4",1218,1285,767,1047,893,1118,993,683,327,960,695,1304,775,286,150,1371
"PIDD1",377,619,202,380,693,704,613,444,83,227,256,181,165,52,31,134
"PPP4R1L",46,89,25,45,84,94,71,45,49,109,128,163,147,55,22,247
"TMCO6",997,1524,703,983,794,888,951,638,137,303,358,246,205,87,47,199
"LRRC59",6412,7425,4260,5714,4950,5814,5304,3614,1895,4970,8675,6487,5878,2014,2378,7116
"MCM10",1943,1790,762,1265,1517,2094,919,854,331,797,654,452,456,168,91,261
"NCBP3",3559,3777,2143,3232,3383,3891,4106,2900,112,355,381,332,267,88,66,222
"ZNF331",1652,1846,841,1276,1825,2126,1719,1244,266,697,1469,759,655,213,276,783
"GPALPP1",998,1063,509,778,908,1022,1250,747,174,491,767,377,375,121,87,353
"YOD1",1831,1823,1037,1684,2003,2398,1791,1355,733,1874,1770,3645,2606,703,469,3817
"AP1AR",2774,2876,1388,2157,2493,2648,2077,1586,185,532,767,238,446,122,152,273
"STRADB",1260,1234,646,1080,1612,1867,1449,1029,488,1283,1541,1113,1310,489,360,1134
"DHRS4-AS1",2328,2725,1101,1907,2484,2757,2034,1535,183,489,484,341,239,120,24,309
"CAMK2N1",2212,2594,757,1182,5948,5620,2838,2241,86,223,119,315,675,204,51,378
"LINC00216",63,82,42,63,56,50,71,62,33,78,127,68,68,22,26,76
"CSGALNACT2",1555,1633,1004,1385,2516,2689,2866,2139,84,295,277,296,295,95,72,312
"DNAJA4",11,21,10,12,14,16,22,16,6,14,25,50,14,4,3,46
"NDUFAF7",988,1203,536,777,1041,1166,1009,741,311,828,796,720,627,257,159,729
"RBM12B-AS1",24,36,17,30,23,38,33,24,35,91,104,79,72,26,7,44
"PARL",1432,1724,870,1325,1467,1718,1495,1034,275,745,1328,615,841,267,378,792
"ETNK1",1639,1555,1171,1752,1571,1763,2124,1583,318,877,1374,895,983,354,364,1154
"CHST12",279,452,214,304,404,436,477,415,126,318,452,282,347,116,132,254
"HES6",726,2501,271,370,532,726,603,325,18,33,38,51,19,9,11,33
"TRPV6",807,1072,591,876,1208,1256,1461,951,1,1,6,19,5,3,1,7
"TNFRSF19",1520,1830,479,981,2185,2614,1801,982,203,536,173,174,735,218,63,212
"NOP10",3960,5988,2810,4616,3269,3658,3385,2557,1260,3350,4569,1371,2189,860,786,1094
"MACROH2A2",1155,1927,575,849,1071,1204,1899,1051,686,1727,745,1094,1170,503,54,834
"SLC35E3",517,575,308,457,402,471,614,436,88,242,337,279,219,85,78,319
"BATF3",22,24,15,27,11,12,14,9,31,60,86,93,26,9,2,72
"DDX43",604,537,342,507,566,613,887,531,3,13,9,5,8,4,11,5
"SAGE1",203,196,90,134,145,156,134,90,0,0,0,0,0,0,0,1
"SMPD3",78,132,81,111,63,84,163,114,7,8,29,21,3,2,5,19
"ASIC4",2,1,8,13,1,0,4,7,0,4,8,5,2,3,2,2
"ELAC1",214,277,137,190,166,242,275,154,19,85,41,65,44,26,1,29
"TRIM36",1136,1228,554,872,2185,2760,1740,1462,127,331,517,417,407,165,81,446
"DHTKD1",1241,1426,762,1208,1070,1045,1307,790,169,534,323,612,329,94,36,469
"FEM1A",1450,2055,804,1273,1375,1655,1332,1031,153,463,426,647,274,109,85,407
"PIP4P2",279,372,151,296,409,479,372,258,190,510,431,410,358,148,80,414
"ELMOD1",16,25,21,15,6,4,10,4,24,92,29,103,52,13,3,83
"SLC30A10",56,85,34,50,34,34,25,15,0,2,3,1,1,0,0,1
"MAML3",1254,1455,651,992,1706,1912,1766,1241,133,327,136,203,354,122,40,212
"CDCA7L",2155,2479,895,1264,2427,2674,1986,1393,406,1123,1205,1072,943,283,158,1091
"IL17RB",984,956,519,773,1224,1355,1099,781,55,147,201,176,120,32,50,141
"RBM38",545,781,441,572,550,617,722,528,202,451,262,641,297,118,48,733
"MSX2P1",2,1,0,1,6,7,2,4,0,1,1,0,0,1,1,2
"ZNF823",543,538,239,379,453,565,432,285,167,484,566,455,518,120,123,457
"SOX6",32,33,14,29,25,25,28,13,19,58,12,56,17,5,8,54
"KLK15",166,165,92,126,419,563,272,247,0,3,8,6,2,1,0,10
"ENOSF1",2818,3473,1295,1911,2526,2861,2380,1568,542,1561,1085,875,2014,664,396,1111
"PLXNA3",831,1229,998,1542,1887,1868,2756,1868,41,142,157,95,180,80,51,141
"HAUS7",297,475,167,193,201,267,213,162,67,185,199,181,100,38,20,143
"CDC42BPG",2074,2946,1954,2435,3374,3661,2950,2104,22,70,63,78,49,22,17,53
"ZNF821",298,474,223,347,558,678,819,619,21,48,63,80,41,15,16,77
"DNAH3",77,55,79,136,6,22,507,279,0,4,8,19,9,0,3,22
"GALNT10",2751,3545,1838,2797,3722,4147,5081,3190,1573,4196,1513,2857,3665,1143,480,2560
"CNOT11",2095,2312,1132,1614,2096,2361,1923,1352,570,1474,2034,643,1269,531,380,636
"FOXRED1",1433,1545,810,1080,1277,1464,1193,788,126,329,574,344,201,77,66,275
"CDV3",9558,10098,5422,8503,7613,9035,8857,6159,1262,3869,2860,1024,5097,1641,605,1259
"STAB2",12,14,5,11,7,9,10,3,5,18,12,9,17,6,0,4
"NAGK",862,1191,722,729,744,930,1010,738,246,678,987,676,493,179,156,485
"SUPT20H",3706,4516,2009,3342,3909,4146,4323,2866,1819,5272,7961,2965,4928,1741,1319,3328
"KIF27",673,672,363,561,742,834,1160,803,118,333,301,381,238,90,63,340
"CHRNA9",2,0,1,1,0,1,0,1,0,0,9,6,2,1,3,9
"UBE2Q1",4022,5073,2542,3912,5004,5536,5334,3741,584,1660,1011,1539,1302,422,175,1459
"MIOX",608,1092,373,547,431,486,633,400,5,11,45,33,17,6,4,33
"MED29",4447,5385,3226,4584,3392,3901,4775,3083,132,427,389,362,263,109,39,293
"BMP2K",844,973,535,973,933,1072,1127,879,605,1952,1142,1297,2226,621,323,1571
"VEZT",5535,6680,3097,4893,4737,4945,5507,3839,467,1252,1064,608,1354,486,287,548
"GOLGA2P5",161,191,108,160,175,189,236,161,32,50,35,39,31,19,7,21
"OTUD5",2617,3478,1914,2414,2705,3065,3430,2255,367,973,1287,636,1022,386,395,714
"ZCCHC8",1449,1741,743,1098,1104,1266,1149,825,191,535,839,421,436,144,202,421
"RNPC3",1185,1249,719,1026,1032,1265,1399,927,178,481,870,373,551,180,142,481
"DDX60",1019,1173,466,738,675,788,583,382,84,202,195,117,155,78,42,100
"CDKN2AIP",1283,1424,830,1181,1295,1495,1675,1195,157,467,775,445,486,142,257,430
"TENT5A",125,101,99,108,177,192,91,115,115,266,348,348,608,193,121,553
"CARMIL1",1478,1638,840,1252,1252,1570,1268,919,133,391,378,280,317,111,97,294
"KIF21A",2848,2785,1489,2299,1949,2226,2207,1398,319,858,916,787,680,181,186,660
"PPP1R9A",600,644,354,598,757,929,791,550,97,355,389,405,169,61,28,276
"ANKRD10",2076,2303,1316,1852,3636,4079,4643,3376,344,1050,1250,918,1090,395,301,1129
"ZNF280C",520,505,332,484,592,669,773,584,119,382,403,236,251,98,70,222
"VPS50",1144,1085,540,845,692,880,878,528,374,1061,1130,1095,952,305,144,896
"OTUB1",1316,2213,813,1413,1829,1827,1856,1408,608,1467,2255,1733,1093,426,420,1674
"FERMT1",1130,1162,371,639,418,525,383,240,1123,3411,2416,1603,7543,2613,784,2061
"MTMR8",73,61,28,58,50,50,54,39,3,10,2,7,3,0,2,5
"KIF16B",663,741,451,627,554,615,580,383,146,385,389,259,290,94,63,219
"PRR5",191,310,136,188,204,229,235,159,41,88,231,124,51,17,31,102
"ASAP3",369,486,275,426,471,517,617,337,22,87,63,110,52,9,6,63
"TASP1",385,432,200,305,459,506,376,296,99,245,314,314,259,93,64,347
"DOCK10",3,3,2,5,0,2,4,2,126,307,381,268,132,62,72,150
"STAP2",1542,2605,1007,1465,1401,1644,1628,1065,110,293,601,174,110,53,70,115
"TRMT1",936,1281,596,801,691,825,743,521,107,274,337,309,128,42,48,204
"TTC27",946,1082,437,687,417,560,564,368,385,985,768,801,677,248,97,779
"THUMPD1",6281,6463,3639,4993,6786,8106,6667,4602,211,610,353,340,576,174,62,391
"POMGNT1",3140,5072,2293,2954,2666,3255,3253,2092,476,1224,1477,1187,803,304,187,934
"ZDHHC7",3048,3192,1891,2838,3170,3927,3775,2446,394,910,2060,1339,1020,311,552,1334
"AMBRA1",724,985,517,787,807,916,1100,864,90,246,379,282,193,71,54,168
"SMPD4",4970,6213,3021,4174,6670,7861,5616,3941,703,1892,2975,1079,3145,1068,1399,1624
"ZNF407",1200,1234,636,949,942,1167,1249,884,94,304,357,291,257,89,66,247
"PNRC2",5524,5531,2920,4327,5606,6402,6321,4253,272,747,1418,653,971,311,496,722
"SLC39A4",1407,2159,803,1235,975,1164,1203,705,226,677,671,658,362,161,44,549
"LRRC40",1468,1472,706,1217,1397,1594,1474,1083,275,719,933,715,688,243,231,656
"G2E3",3015,2919,1416,2358,2654,2955,2273,1706,1038,3010,2614,1844,3453,1100,429,2096
"TBC1D22B",669,857,433,658,742,806,865,615,99,311,594,290,252,92,183,257
"KRABD4",434,528,252,411,368,356,476,296,96,235,286,208,277,120,59,235
"DEPDC1",1310,1129,536,933,852,1003,844,539,1543,4154,3389,995,4222,1374,598,1102
"CHD7",894,920,466,720,1605,1800,1682,1097,83,192,167,198,153,53,45,199
"SYBU",488,729,183,259,174,183,211,103,79,199,157,127,91,27,39,109
"FLVCR2",222,386,170,195,163,185,278,158,18,43,71,67,27,13,13,67
"BTBD2",3152,4644,1789,2639,3780,4364,3418,2439,455,1212,1247,1412,1293,569,288,1567
"OSGEP",813,1021,455,675,745,899,903,626,304,864,769,633,657,217,106,531
"LYAR",2734,3180,1409,2116,1948,2252,1469,1086,75,222,116,208,137,39,40,172
"RAB20",182,389,122,178,396,375,347,190,33,75,48,89,121,53,29,112
"PIGV",1035,1181,524,863,703,900,809,557,161,379,346,277,405,177,66,276
"NHP2",2482,3773,1368,1935,1789,2167,1961,1239,384,862,1252,1009,716,246,221,871
"SLC48A1",767,1223,577,856,556,586,891,559,304,794,824,1150,344,151,116,846
"BCAS4",66,170,42,61,36,49,53,31,94,177,337,242,87,43,56,167
"TMEM127",1552,2281,1115,1756,2101,2358,2177,1554,623,1659,1658,2348,1762,668,429,2569
"NLRP2",1654,2218,941,1401,1176,1432,1396,1050,0,0,1,2,0,0,0,0
"INTS8",4983,5541,2501,3942,3760,4357,4168,2884,944,2744,3456,2073,2837,976,835,1931
"ZNF692",2193,3093,1307,1889,3085,3212,2123,1820,294,783,787,739,561,211,147,630
"RNF126",628,1008,367,517,747,909,680,487,100,212,273,201,170,46,62,146
"ZNF416",174,230,138,250,185,200,209,166,85,239,313,388,149,59,24,300
"PRPF40A",11020,10932,6129,8504,11087,12313,11003,7474,2244,6566,5727,4966,7193,2300,1084,5653
"DDX27",4453,5456,3047,3630,3084,3689,3321,2469,553,1428,1716,1358,1038,295,348,1224
"HIF1AN",1525,2014,1006,1358,1416,1789,1610,1102,475,1240,1717,768,1149,387,433,723
"ZNF446",286,394,174,270,298,389,308,234,76,198,164,157,142,58,27,139
"CDC37L1",3834,4383,2600,3295,3386,3750,3608,2611,96,261,235,268,193,51,29,224
"URGCP",1414,1822,880,1126,1078,1321,1126,819,23,81,63,59,26,7,11,28
"NPLOC4",4392,5793,2885,4421,5040,5912,5069,3980,903,2391,3783,2464,1914,658,946,2077
"DENND4C",2731,2714,1567,2468,2897,3376,3860,2779,620,1838,2909,1571,2592,841,925,2196
"GPATCH2L",2640,2754,1440,2308,2861,3209,3233,2341,357,1001,1410,889,1040,332,323,1039
"MFN1",4031,4211,2208,3566,3648,4304,3237,2513,748,1988,2514,1915,2060,657,488,1913
"PEX26",2038,2701,1401,2175,2096,2434,2246,1666,436,1099,885,1596,904,322,149,1663
"PPP4R3A",3431,3767,1855,2723,4482,5179,4308,3195,105,327,300,323,342,87,113,281
"NBPF1",805,1072,518,769,1256,1447,1675,1225,358,853,859,749,829,289,203,625
"SLC30A6",2120,2480,1233,1804,1950,2238,1892,1460,831,2210,4083,1341,2288,694,903,1545
"IWS1",3688,4363,2299,3069,3629,4199,3498,2559,77,235,212,161,135,43,67,141
"LIMS2",3,4,10,7,1,4,7,9,8,34,132,48,39,17,43,68
"RUFY2",1161,1176,672,1089,726,948,1499,882,205,679,999,449,590,221,159,391
"SCYL2",2611,2513,1323,2252,3029,3679,3252,2476,1029,2939,3664,1053,3631,1106,1263,1214
"KANSL3",1835,2600,1060,1565,2254,2657,2314,1663,213,565,670,503,641,219,294,648
"RABL6",5105,6894,3541,4961,8708,9539,7227,5215,417,999,307,754,767,235,54,672
"MREG",282,327,135,234,291,340,268,192,181,497,317,543,464,151,76,557
"TRMU",833,1191,530,776,1117,1309,991,809,141,299,262,251,351,113,79,276
"YEATS2",3106,3455,1665,2739,5180,5770,6636,4448,518,1537,1924,922,2612,830,566,1255
"PACS1",1484,1959,1087,1782,2325,2601,2824,1953,266,725,688,814,867,293,193,1098
"FRMD4A",201,215,132,191,180,211,376,243,518,1455,1634,649,1874,569,635,740
"LUC7L",2192,2503,1745,2126,3660,4218,4631,3263,27,98,99,117,92,27,25,98
"KDM4D",103,110,63,93,83,71,112,70,57,206,212,103,151,50,68,119
"NSUN5",837,1178,545,838,766,912,939,573,107,277,361,116,114,50,32,61
"RBM22",2416,2671,1421,2167,2325,2843,2613,1870,226,699,1205,610,579,212,236,585
"VAC14",1046,1258,681,924,1064,1239,1341,848,341,880,894,1201,715,244,196,1253
"RADIL",35,48,38,32,27,35,89,50,11,26,61,31,10,6,9,21
"IARS2",7363,7755,3335,5470,8397,9556,8123,5467,1483,4151,4793,5300,5364,1855,1235,6426
"MAP7D1",2916,4882,2037,2866,4261,5057,3976,3219,112,300,339,228,302,102,110,312
"ARHGEF40",366,501,308,429,474,452,739,429,264,659,573,647,342,128,75,396
"YJU2",614,817,408,548,473,618,562,353,27,60,73,17,36,16,5,20
"POLR3B",2654,2849,1390,2093,1370,1817,1275,1074,350,931,949,761,701,224,155,672
"CCDC88A",872,869,420,732,631,692,849,558,818,2274,699,2251,2023,700,89,2439
"IPO9",6948,8268,3784,5835,8894,9815,8451,6331,647,1691,2535,1800,1588,505,608,1741
"NDC1",4576,5136,1901,3462,4661,4895,3453,2612,1507,4314,3565,2664,4351,1524,959,3192
"NECAP2",513,833,366,564,651,781,746,603,408,954,2657,1100,1063,390,625,993
"KBTBD4",535,688,335,508,578,686,640,521,74,180,231,188,172,53,53,177
"FAR2",189,161,94,194,179,202,205,131,349,908,1136,1428,1079,325,287,1676
"ZNF334",706,667,450,562,548,680,822,534,108,249,317,253,220,97,27,242
"TENM3",0,8,3,3,7,11,2,2,397,1018,862,1409,1041,313,376,1396
"DOK4",202,234,293,401,213,277,539,401,54,159,436,251,129,57,74,215
"LMBR1L",887,1226,639,895,1415,1412,2412,1300,165,406,673,646,420,166,136,623
"WDR11",3569,4399,2186,3328,3648,4016,3907,2615,550,1600,2673,1292,1569,540,514,1334
"POLR3E",1741,2201,869,1386,1292,1593,1416,918,170,468,566,322,277,98,67,209
"SLF2",1296,1183,664,821,784,952,941,639,742,2038,1472,1588,2079,731,323,1791
"TSR1",5779,6494,3216,4452,5119,6228,4445,3419,316,825,1177,827,731,250,175,821
"IQCC",398,481,249,365,371,440,348,225,24,55,41,52,22,11,8,20
"CEP72",935,1003,641,874,1053,1189,1222,1013,58,161,173,136,94,38,56,136
"ASF1B",924,999,343,599,764,871,586,437,595,1599,1314,636,1040,425,238,475
